Examiner_ID,Pair_ID,Mating,Latent_Value,Compare_Value,Inconclusive_Reason,Exclusion_Reason,Difficulty,conclusive,ex_id,q_id
A1258,N121133,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,38,24
A0284,N121133,Non-mates,VEO,Inconclusive,Insufficient,NA,D_Difficult,0,14,24
A5309,N121133,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,140,24
A1314,N121133,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,40,24
A1341,N121133,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,44,24
A0437,N121133,Non-mates,VEO,Inconclusive,Overlap,NA,C_Medium,0,21,24
A4443,N121133,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,123,24
A2450,N121133,Non-mates,VEO,Inconclusive,Overlap,NA,C_Medium,0,77,24
A3458,N121133,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,96,24
A4459,N121133,Non-mates,VID,Exclusion,NA,Minutiae,D_Difficult,1,124,24
A5480,N121133,Non-mates,VEO,Inconclusive,Overlap,NA,C_Medium,0,150,24
A2002,N121133,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,54,24
A6051,N121133,Non-mates,VID,Exclusion,NA,Minutiae,B_Easy,1,152,24
A1071,N121133,Non-mates,NV,NA,NA,NA,NA,0,28,24
A4099,N121133,Non-mates,VID,Exclusion,NA,Minutiae,B_Easy,1,104,24
A5131,N121133,Non-mates,VID,Inconclusive,Overlap,NA,D_Difficult,0,133,24
A4137,N121133,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,107,24
A6141,N121133,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,154,24
A3145,N121133,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,88,24
A5147,N121133,Non-mates,VEO,Inconclusive,Insufficient,NA,C_Medium,0,134,24
A6166,N121133,Non-mates,VID,Exclusion,NA,Minutiae,A_Obvious,1,156,24
A1177,N121133,Non-mates,VID,Exclusion,NA,Minutiae,D_Difficult,1,35,24
A4227,N121133,Non-mates,VEO,Inconclusive,Overlap,NA,C_Medium,0,112,24
A6355,N121133,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,162,24
A1422,N121133,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,50,24
A3494,N121133,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,100,24
A0061,N136090,Non-mates,VEO,Inconclusive,Overlap,NA,C_Medium,0,4,25
A3127,N136090,Non-mates,VEO,Inconclusive,Overlap,NA,C_Medium,0,87,25
A3172,N136090,Non-mates,VID,Exclusion,NA,Minutiae,B_Easy,1,89,25
A5174,N136090,Non-mates,VID,Exclusion,NA,Minutiae,B_Easy,1,135,25
A2295,N136090,Non-mates,VEO,Inconclusive,Overlap,NA,C_Medium,0,71,25
A1332,N136090,Non-mates,VEO,Exclusion,NA,Minutiae,C_Medium,1,42,25
A1341,N136090,Non-mates,VEO,Exclusion,NA,Minutiae,C_Medium,1,44,25
A2342,N136090,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,72,25
A6389,N136090,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,164,25
A0421,N136090,Non-mates,VID,Exclusion,NA,Minutiae,B_Easy,1,20,25
A2009,N136090,Non-mates,VEO,Inconclusive,Close,NA,C_Medium,0,55,25
A3021,N136090,Non-mates,VEO,Inconclusive,Close,NA,D_Difficult,0,80,25
A4029,N136090,Non-mates,VEO,Exclusion,NA,Minutiae,D_Difficult,1,101,25
A2036,N136090,Non-mates,VEO,Exclusion,NA,Minutiae,C_Medium,1,57,25
A5041,N136090,Non-mates,VEO,Exclusion,NA,Minutiae,C_Medium,1,127,25
A2063,N136090,Non-mates,VEO,Exclusion,NA,Minutiae,B_Easy,1,58,25
A3073,N136090,Non-mates,VEO,Inconclusive,Overlap,NA,C_Medium,0,83,25
A2090,N136090,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,61,25
A1107,N136090,Non-mates,VEO,Inconclusive,Close,NA,E_VeryDifficult,0,30,25
A2178,N136090,Non-mates,VEO,Exclusion,NA,Minutiae,C_Medium,1,65,25
A5221,N136090,Non-mates,VEO,Exclusion,NA,Minutiae,B_Easy,1,138,25
A2243,N136090,Non-mates,VEO,Exclusion,NA,Minutiae,C_Medium,1,68,25
A2268,N136090,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,70,25
A6328,N136090,Non-mates,VEO,Exclusion,NA,Minutiae,C_Medium,1,161,25
A1339,N136090,Non-mates,VEO,Inconclusive,Overlap,NA,C_Medium,0,43,25
A0356,N136090,Non-mates,VEO,Exclusion,NA,Minutiae,B_Easy,1,16,25
A0473,N136090,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,22,25
A5478,N136090,Non-mates,VEO,Exclusion,NA,Minutiae,C_Medium,1,149,25
A4056,N231222,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,102,28
A5174,N231222,Non-mates,VID,Inconclusive,Close,NA,D_Difficult,0,135,28
A0194,N231222,Non-mates,VID,Inconclusive,Overlap,NA,D_Difficult,0,10,28
A1260,N231222,Non-mates,VID,Exclusion,NA,Minutiae,D_Difficult,1,39,28
A1341,N231222,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,44,28
A5417,N231222,Non-mates,VID,Exclusion,NA,Minutiae,D_Difficult,1,146,28
A5480,N231222,Non-mates,VID,Inconclusive,Overlap,NA,C_Medium,0,150,28
A5057,N231222,Non-mates,VID,Exclusion,NA,Minutiae,D_Difficult,1,128,28
A3118,N231222,Non-mates,VID,Exclusion,NA,Minutiae,D_Difficult,1,86,28
A5122,N231222,Non-mates,VID,Exclusion,NA,Minutiae,D_Difficult,1,132,28
A6229,N231222,Non-mates,VID,Inconclusive,Overlap,NA,C_Medium,0,157,28
A0232,N231222,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,12,28
A2259,N231222,Non-mates,VID,Inconclusive,Overlap,NA,C_Medium,0,69,28
A4308,N231222,Non-mates,VEO,Exclusion,NA,Minutiae,B_Easy,1,116,28
A5363,N231222,Non-mates,VID,Inconclusive,Close,NA,C_Medium,0,144,28
A4378,N231222,Non-mates,VID,Inconclusive,Overlap,NA,C_Medium,0,119,28
A4387,N231222,Non-mates,VID,Exclusion,NA,Minutiae,B_Easy,1,120,28
A1393,N231222,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,47,28
A4396,N231222,Non-mates,VID,Inconclusive,Overlap,NA,B_Easy,0,121,28
A3485,N231222,Non-mates,VID,Inconclusive,Overlap,NA,C_Medium,0,99,28
A4236,N304275,Non-mates,VEO,Inconclusive,Overlap,NA,C_Medium,0,113,38
A1332,N304275,Non-mates,VEO,Inconclusive,Overlap,NA,D_Difficult,0,42,38
A0383,N304275,Non-mates,NV,NA,NA,NA,NA,0,17,38
A4443,N304275,Non-mates,NV,NA,NA,NA,NA,0,123,38
A4459,N304275,Non-mates,NV,NA,NA,NA,NA,0,124,38
A5480,N304275,Non-mates,NV,NA,NA,NA,NA,0,150,38
A6490,N304275,Non-mates,NV,NA,NA,NA,NA,0,169,38
A2002,N304275,Non-mates,VID,Inconclusive,Overlap,NA,D_Difficult,0,54,38
A6051,N304275,Non-mates,VID,Exclusion,NA,Minutiae,B_Easy,1,152,38
A1071,N304275,Non-mates,VID,Inconclusive,Overlap,NA,C_Medium,0,28,38
A4099,N304275,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,104,38
A5131,N304275,Non-mates,NV,NA,NA,NA,NA,0,133,38
A4137,N304275,Non-mates,VID,Inconclusive,Close,NA,C_Medium,0,107,38
A6141,N304275,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,154,38
A3145,N304275,Non-mates,NV,NA,NA,NA,NA,0,88,38
A5147,N304275,Non-mates,NV,NA,NA,NA,NA,0,134,38
A6166,N304275,Non-mates,VEO,Inconclusive,Overlap,NA,B_Easy,0,156,38
A1177,N304275,Non-mates,VID,Inconclusive,Close,NA,D_Difficult,0,35,38
A4227,N304275,Non-mates,NV,NA,NA,NA,NA,0,112,38
A6355,N304275,Non-mates,VID,Exclusion,NA,Minutiae,D_Difficult,1,162,38
A1422,N304275,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,50,38
A3494,N304275,Non-mates,VID,Exclusion,NA,Minutiae,D_Difficult,1,100,38
A2135,N291267,Non-mates,VID,Inconclusive,Insufficient,NA,D_Difficult,0,64,35
A4236,N291267,Non-mates,VID,Exclusion,NA,Minutiae,D_Difficult,1,113,35
A1260,N291267,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,39,35
A2295,N291267,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,71,35
A5309,N291267,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,140,35
A5318,N291267,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,142,35
A2342,N291267,Non-mates,VID,Exclusion,NA,Minutiae,D_Difficult,1,72,35
A6389,N291267,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,164,35
A3415,N291267,Non-mates,VID,Exclusion,NA,Minutiae,D_Difficult,1,95,35
A0007,N291267,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,1,35
A1008,N291267,Non-mates,VID,Inconclusive,Overlap,NA,C_Medium,0,24,35
A5014,N291267,Non-mates,VID,Inconclusive,Overlap,NA,C_Medium,0,126,35
A1044,N291267,Non-mates,VID,Inconclusive,Overlap,NA,D_Difficult,0,26,35
A5084,N291267,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,129,35
A5113,N291267,Non-mates,VID,Exclusion,NA,Minutiae,D_Difficult,1,131,35
A2126,N291267,Non-mates,VID,Exclusion,NA,Minutiae,D_Difficult,1,63,35
A1159,N291267,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,33,35
A0185,N291267,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,9,35
A2207,N291267,Non-mates,VID,Exclusion,NA,Minutiae,B_Easy,1,66,35
A2216,N291267,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,67,35
A5289,N291267,Non-mates,VID,Inconclusive,Overlap,NA,C_Medium,0,139,35
A5354,N291267,Non-mates,VID,Inconclusive,Overlap,NA,C_Medium,0,143,35
A6409,N291267,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,165,35
A6411,N291267,Non-mates,VID,Exclusion,NA,Minutiae,D_Difficult,1,166,35
A1413,N291267,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,49,35
A0061,N296257,Non-mates,VEO,Exclusion,NA,Minutiae,C_Medium,1,4,36
A0176,N296257,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,8,36
A1258,N296257,Non-mates,VID,Inconclusive,Close,NA,C_Medium,0,38,36
A5410,N296257,Non-mates,VID,Exclusion,NA,Minutiae,D_Difficult,1,145,36
A4443,N296257,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,123,36
A5057,N296257,Non-mates,VID,Exclusion,NA,Minutiae,D_Difficult,1,128,36
A3118,N296257,Non-mates,VEO,Inconclusive,Overlap,NA,D_Difficult,0,86,36
A5122,N296257,Non-mates,VEO,Exclusion,NA,Minutiae,D_Difficult,1,132,36
A6229,N296257,Non-mates,VID,Inconclusive,Insufficient,NA,D_Difficult,0,157,36
A0232,N296257,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,12,36
A2259,N296257,Non-mates,NV,NA,NA,NA,NA,0,69,36
A4308,N296257,Non-mates,VEO,Inconclusive,Overlap,NA,B_Easy,0,116,36
A5363,N296257,Non-mates,VID,Inconclusive,Close,NA,C_Medium,0,144,36
A4378,N296257,Non-mates,VEO,Inconclusive,Overlap,NA,C_Medium,0,119,36
A4387,N296257,Non-mates,VID,Inconclusive,Insufficient,NA,D_Difficult,0,120,36
A1393,N296257,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,47,36
A4396,N296257,Non-mates,VID,Inconclusive,Overlap,NA,C_Medium,0,121,36
A3485,N296257,Non-mates,VID,Inconclusive,Overlap,NA,C_Medium,0,99,36
A3055,N143447,Non-mates,VID,Exclusion,NA,Minutiae,B_Easy,1,82,26
A4128,N143447,Non-mates,VID,Exclusion,NA,Minutiae,B_Easy,1,106,26
A2135,N143447,Non-mates,VID,Exclusion,NA,Minutiae,D_Difficult,1,64,26
A0176,N143447,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,8,26
A1258,N143447,Non-mates,VID,Exclusion,NA,Minutiae,B_Easy,1,38,26
A1341,N143447,Non-mates,VID,Exclusion,NA,Minutiae,B_Easy,1,44,26
A4459,N143447,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,124,26
A2002,N143447,Non-mates,VID,Exclusion,NA,Minutiae,B_Easy,1,54,26
A6051,N143447,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,152,26
A1071,N143447,Non-mates,VID,Exclusion,NA,Minutiae,A_Obvious,1,28,26
A4099,N143447,Non-mates,VID,Exclusion,NA,Minutiae,B_Easy,1,104,26
A5131,N143447,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,133,26
A4137,N143447,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,107,26
A6141,N143447,Non-mates,VID,Exclusion,NA,Minutiae,B_Easy,1,154,26
A3145,N143447,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,88,26
A5147,N143447,Non-mates,VID,Inconclusive,Close,NA,C_Medium,0,134,26
A6166,N143447,Non-mates,VID,Exclusion,NA,Minutiae,A_Obvious,1,156,26
A1177,N143447,Non-mates,VID,Exclusion,NA,Minutiae,B_Easy,1,35,26
A4227,N143447,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,112,26
A6355,N143447,Non-mates,VID,Individualization,NA,NA,B_Easy,1,162,26
A1422,N143447,Non-mates,VID,Exclusion,NA,Minutiae,B_Easy,1,50,26
A3494,N143447,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,100,26
A3091,N191450,Non-mates,VID,Exclusion,NA,Minutiae,D_Difficult,1,84,27
A0151,N191450,Non-mates,VID,Exclusion,NA,Minutiae,D_Difficult,1,7,27
A1258,N191450,Non-mates,VEO,Inconclusive,Overlap,NA,C_Medium,0,38,27
A0284,N191450,Non-mates,VEO,Inconclusive,Overlap,NA,D_Difficult,0,14,27
A2295,N191450,Non-mates,VID,Individualization,NA,NA,D_Difficult,1,71,27
A1341,N191450,Non-mates,VEO,Inconclusive,Overlap,NA,C_Medium,0,44,27
A5417,N191450,Non-mates,VEO,Inconclusive,Overlap,NA,C_Medium,0,146,27
A3458,N191450,Non-mates,VID,Inconclusive,Overlap,NA,C_Medium,0,96,27
A6006,N191450,Non-mates,VID,Inconclusive,Overlap,NA,D_Difficult,0,151,27
A2020,N191450,Non-mates,VEO,Exclusion,NA,Minutiae,D_Difficult,1,56,27
A1035,N191450,Non-mates,VEO,Inconclusive,Close,NA,C_Medium,0,25,27
A0059,N191450,Non-mates,VEO,Inconclusive,Overlap,NA,C_Medium,0,3,27
A0115,N191450,Non-mates,VEO,Inconclusive,Overlap,NA,C_Medium,0,5,27
A0124,N191450,Non-mates,VEO,Exclusion,NA,Minutiae,E_VeryDifficult,1,6,27
A1161,N191450,Non-mates,VEO,Inconclusive,Overlap,NA,B_Easy,0,34,27
A3208,N191450,Non-mates,VEO,Inconclusive,Overlap,NA,C_Medium,0,91,27
A5212,N191450,Non-mates,VID,Exclusion,NA,Minutiae,D_Difficult,1,136,27
A1233,N191450,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,37,27
A4263,N191450,Non-mates,VEO,Inconclusive,Insufficient,NA,C_Medium,0,114,27
A6303,N191450,Non-mates,VID,Inconclusive,Overlap,NA,C_Medium,0,159,27
A2351,N191450,Non-mates,VID,Exclusion,NA,Minutiae,E_VeryDifficult,1,73,27
A6364,N191450,Non-mates,VID,Inconclusive,Overlap,NA,D_Difficult,0,163,27
A1440,N191450,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,52,27
A5453,N191450,Non-mates,VEO,Inconclusive,Insufficient,NA,C_Medium,0,147,27
A6463,N191450,Non-mates,VID,Inconclusive,Overlap,NA,D_Difficult,0,167,27
A2466,N191450,Non-mates,VID,Inconclusive,Overlap,NA,C_Medium,0,78,27
A3091,N240455,Non-mates,VID,Exclusion,NA,Minutiae,D_Difficult,1,84,29
A3102,N240455,Non-mates,VID,Inconclusive,Overlap,NA,D_Difficult,0,85,29
A1125,N240455,Non-mates,VID,Exclusion,NA,Minutiae,E_VeryDifficult,1,31,29
A5174,N240455,Non-mates,VID,Exclusion,NA,Minutiae,D_Difficult,1,135,29
A1260,N240455,Non-mates,VID,Exclusion,NA,Minutiae,D_Difficult,1,39,29
A3458,N240455,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,96,29
A5480,N240455,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,150,29
A2088,N240455,Non-mates,VID,Exclusion,NA,Minutiae,B_Easy,1,60,29
A2101,N240455,Non-mates,VID,Exclusion,NA,Minutiae,B_Easy,1,62,29
A6114,N240455,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,153,29
A4121,N240455,Non-mates,VEO,Inconclusive,Overlap,NA,C_Medium,0,105,29
A3179,N240455,Non-mates,VID,Inconclusive,Overlap,NA,C_Medium,0,90,29
A4198,N240455,Non-mates,VID,Exclusion,NA,Minutiae,D_Difficult,1,110,29
A1224,N240455,Non-mates,VID,Inconclusive,Overlap,NA,D_Difficult,0,36,29
A3226,N240455,Non-mates,VID,Exclusion,NA,Minutiae,E_VeryDifficult,1,92,29
A4362,N240455,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,118,29
A2394,N240455,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,76,29
A4416,N240455,Non-mates,VEO,Exclusion,NA,Minutiae,C_Medium,1,122,29
A1447,N240455,Non-mates,VID,Exclusion,NA,Minutiae,D_Difficult,1,53,29
A5469,N240455,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,148,29
A6488,N240455,Non-mates,VID,Inconclusive,Close,NA,D_Difficult,0,168,29
A0491,N240455,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,23,29
A5174,N337339,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,135,39
A0176,N337339,Non-mates,VID,Exclusion,NA,Minutiae,B_Easy,1,8,39
A1258,N337339,Non-mates,VEO,Inconclusive,Overlap,NA,C_Medium,0,38,39
A0383,N337339,Non-mates,VEO,Inconclusive,Overlap,NA,C_Medium,0,17,39
A3415,N337339,Non-mates,VID,Inconclusive,Close,NA,B_Easy,0,95,39
A0421,N337339,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,20,39
A2002,N337339,Non-mates,VID,Exclusion,NA,Minutiae,B_Easy,1,54,39
A6051,N337339,Non-mates,VID,Exclusion,NA,Pattern,C_Medium,1,152,39
A1071,N337339,Non-mates,VID,Exclusion,NA,Minutiae,B_Easy,1,28,39
A4099,N337339,Non-mates,VID,Exclusion,NA,Minutiae,B_Easy,1,104,39
A5131,N337339,Non-mates,VEO,Exclusion,NA,Pattern,C_Medium,1,133,39
A4137,N337339,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,107,39
A6141,N337339,Non-mates,VID,Exclusion,NA,Minutiae,D_Difficult,1,154,39
A3145,N337339,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,88,39
A5147,N337339,Non-mates,VEO,Inconclusive,Close,NA,B_Easy,0,134,39
A6166,N337339,Non-mates,VID,Exclusion,NA,Minutiae,B_Easy,1,156,39
A1177,N337339,Non-mates,VID,Exclusion,NA,Minutiae,D_Difficult,1,35,39
A4227,N337339,Non-mates,VEO,Exclusion,NA,Pattern,D_Difficult,1,112,39
A6355,N337339,Non-mates,VID,Exclusion,NA,Minutiae,D_Difficult,1,162,39
A1422,N337339,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,50,39
A3494,N337339,Non-mates,VID,Exclusion,NA,Minutiae,C_Medium,1,100,39
